WorkflowId  WorkflowName                                                                                                                                                                                                                                                    StepName                                                                                                                                                                                                                                                        Sequence    SLAHours    AutoApprove IsFinalReceiver DesignationId DesignationName                                                                                                                                                                                                                                                 AssignedUserName
----------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ----------- ----------- ----------- --------------- ------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1681        testing                                                                                                                                                                                                                                                         Initiator                                                                                                                                                                                                                                                       1           0           0           0               138           IAT Admin                                                                                                                                                                                                                                                       
1681        testing                                                                                                                                                                                                                                                         Approver 1                                                                                                                                                                                                                                                      2           0           0           0               11            Project Architect                                                                                                                                                                                                                                               
1681        testing                                                                                                                                                                                                                                                         Approver 2                                                                                                                                                                                                                                                      3           0           0           0               77            Sales Manager                                                                                                                                                                                                                                                   
1682        gera testing                                                                                                                                                                                                                                                    Initiator                                                                                                                                                                                                                                                       1           0           0           0               73            IT Manager                                                                                                                                                                                                                                                      
1682        gera testing                                                                                                                                                                                                                                                    Approver 1                                                                                                                                                                                                                                                      2           0           0           0               10            IT Assistant Manager                                                                                                                                                                                                                                            
1682        gera testing                                                                                                                                                                                                                                                    Approver 2                                                                                                                                                                                                                                                      3           0           0           0               55            IT HOD                                                                                                                                                                                                                                                          
4051        BlackListingofContractors                                                                                                                                                                                                                                       Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               90            Finance VP                                                                                                                                                                                                                                                      NULL
4051        BlackListingofContractors                                                                                                                                                                                                                                       Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               70            Contracts Manager                                                                                                                                                                                                                                               NULL
4052        BreakingorChippingorCoreCuttingofanyRCCMember                                                                                                                                                                                                                   Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               31            Site Engineer                                                                                                                                                                                                                                                   NULL
4052        BreakingorChippingorCoreCuttingofanyRCCMember                                                                                                                                                                                                                   Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               81            PI                                                                                                                                                                                                                                                              NULL
4052        BreakingorChippingorCoreCuttingofanyRCCMember                                                                                                                                                                                                                   Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               60            QAQC HOD                                                                                                                                                                                                                                                        NULL
4052        BreakingorChippingorCoreCuttingofanyRCCMember                                                                                                                                                                                                                   Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               50            Construction HOD                                                                                                                                                                                                                                                NULL
4052        BreakingorChippingorCoreCuttingofanyRCCMember                                                                                                                                                                                                                   Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               81            PI                                                                                                                                                                                                                                                              NULL
4053        CAMBudget                                                                                                                                                                                                                                                       Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               17            CAM Coordinator                                                                                                                                                                                                                                                 NULL
4053        CAMBudget                                                                                                                                                                                                                                                       Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               89            Corporate VP                                                                                                                                                                                                                                                    NULL
4053        CAMBudget                                                                                                                                                                                                                                                       Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               13            CFO                                                                                                                                                                                                                                                             NULL
4053        CAMBudget                                                                                                                                                                                                                                                       Final Receiver                                                                                                                                                                                                                                                  3           NULL        0           1               17            CAM Coordinator                                                                                                                                                                                                                                                 NULL
4054        CAMOtherApprovals                                                                                                                                                                                                                                               Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               80            CAM PI                                                                                                                                                                                                                                                          NULL
4054        CAMOtherApprovals                                                                                                                                                                                                                                               Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               17            CAM Coordinator                                                                                                                                                                                                                                                 NULL
4054        CAMOtherApprovals                                                                                                                                                                                                                                               Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               89            Corporate VP                                                                                                                                                                                                                                                    NULL
4054        CAMOtherApprovals                                                                                                                                                                                                                                               Final Receiver                                                                                                                                                                                                                                                  3           NULL        0           1               80            CAM PI                                                                                                                                                                                                                                                          NULL
4055        CertificateofPlinthChecking                                                                                                                                                                                                                                     Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               31            Site Engineer                                                                                                                                                                                                                                                   NULL
4055        CertificateofPlinthChecking                                                                                                                                                                                                                                     Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               81            PI                                                                                                                                                                                                                                                              NULL
4055        CertificateofPlinthChecking                                                                                                                                                                                                                                     Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               50            Construction HOD                                                                                                                                                                                                                                                NULL
4055        CertificateofPlinthChecking                                                                                                                                                                                                                                     Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               74            Liaison Manager                                                                                                                                                                                                                                                 NULL
4055        CertificateofPlinthChecking                                                                                                                                                                                                                                     Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               81            PI                                                                                                                                                                                                                                                              NULL
4056        ChangeinContractStrategyforScopeofWork                                                                                                                                                                                                                          Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               81            PI                                                                                                                                                                                                                                                              NULL
4056        ChangeinContractStrategyforScopeofWork                                                                                                                                                                                                                          Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               50            Construction HOD                                                                                                                                                                                                                                                NULL
4056        ChangeinContractStrategyforScopeofWork                                                                                                                                                                                                                          Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               42            Corporate GM                                                                                                                                                                                                                                                    NULL
4056        ChangeinContractStrategyforScopeofWork                                                                                                                                                                                                                          Final Receiver                                                                                                                                                                                                                                                  3           NULL        0           1               70            Contracts Manager                                                                                                                                                                                                                                               NULL
4057        ChangeinQuantitywithin1weekofDrawingIssue                                                                                                                                                                                                                       Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               31            Site Engineer                                                                                                                                                                                                                                                   NULL
4057        ChangeinQuantitywithin1weekofDrawingIssue                                                                                                                                                                                                                       Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               81            PI                                                                                                                                                                                                                                                              NULL
4057        ChangeinQuantitywithin1weekofDrawingIssue                                                                                                                                                                                                                       Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               29            PMG Engineer                                                                                                                                                                                                                                                    NULL
4057        ChangeinQuantitywithin1weekofDrawingIssue                                                                                                                                                                                                                       Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               59            PMG HOD                                                                                                                                                                                                                                                         NULL
4057        ChangeinQuantitywithin1weekofDrawingIssue                                                                                                                                                                                                                       Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               70            Contracts Manager                                                                                                                                                                                                                                               NULL
4058        ChangeinQuantitywithin1weekofDrawingIssue-Electric                                                                                                                                                                                                              Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               26            Electrical Engineer                                                                                                                                                                                                                                             NULL
4058        ChangeinQuantitywithin1weekofDrawingIssue-Electric                                                                                                                                                                                                              Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               81            PI                                                                                                                                                                                                                                                              NULL
4058        ChangeinQuantitywithin1weekofDrawingIssue-Electric                                                                                                                                                                                                              Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               25            PMG Electrical                                                                                                                                                                                                                                                  NULL
4058        ChangeinQuantitywithin1weekofDrawingIssue-Electric                                                                                                                                                                                                              Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               59            PMG HOD                                                                                                                                                                                                                                                         NULL
4058        ChangeinQuantitywithin1weekofDrawingIssue-Electric                                                                                                                                                                                                              Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               70            Contracts Manager                                                                                                                                                                                                                                               NULL
4059        ChangeinQuantitywithin1weekofDrawingIssue-Mechanic                                                                                                                                                                                                              Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               65            Mechanical Engineer                                                                                                                                                                                                                                             NULL
4059        ChangeinQuantitywithin1weekofDrawingIssue-Mechanic                                                                                                                                                                                                              Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               81            PI                                                                                                                                                                                                                                                              NULL
4059        ChangeinQuantitywithin1weekofDrawingIssue-Mechanic                                                                                                                                                                                                              Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               64            PMG Mechanical                                                                                                                                                                                                                                                  NULL
4059        ChangeinQuantitywithin1weekofDrawingIssue-Mechanic                                                                                                                                                                                                              Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               59            PMG HOD                                                                                                                                                                                                                                                         NULL
4059        ChangeinQuantitywithin1weekofDrawingIssue-Mechanic                                                                                                                                                                                                              Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               70            Contracts Manager                                                                                                                                                                                                                                               NULL
4060        CommencementofExcavationWork                                                                                                                                                                                                                                    Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               31            Site Engineer                                                                                                                                                                                                                                                   NULL
4060        CommencementofExcavationWork                                                                                                                                                                                                                                    Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               27            Billing Engineer                                                                                                                                                                                                                                                NULL
4060        CommencementofExcavationWork                                                                                                                                                                                                                                    Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               29            PMG Engineer                                                                                                                                                                                                                                                    NULL
4060        CommencementofExcavationWork                                                                                                                                                                                                                                    Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               50            Construction HOD                                                                                                                                                                                                                                                NULL
4060        CommencementofExcavationWork                                                                                                                                                                                                                                    Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               81            PI                                                                                                                                                                                                                                                              NULL
4061        ConcreteMixDesign                                                                                                                                                                                                                                               Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               31            Site Engineer                                                                                                                                                                                                                                                   NULL
4061        ConcreteMixDesign                                                                                                                                                                                                                                               Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               81            PI                                                                                                                                                                                                                                                              NULL
4061        ConcreteMixDesign                                                                                                                                                                                                                                               Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               60            QAQC HOD                                                                                                                                                                                                                                                        NULL
4061        ConcreteMixDesign                                                                                                                                                                                                                                               Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               50            Construction HOD                                                                                                                                                                                                                                                NULL
4061        ConcreteMixDesign                                                                                                                                                                                                                                               Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               81            PI                                                                                                                                                                                                                                                              NULL
4062        ConfirmationofContractStrategy-Civil                                                                                                                                                                                                                            Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               59            PMG HOD                                                                                                                                                                                                                                                         NULL
4062        ConfirmationofContractStrategy-Civil                                                                                                                                                                                                                            Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               57            MEP HOD                                                                                                                                                                                                                                                         NULL
4062        ConfirmationofContractStrategy-Civil                                                                                                                                                                                                                            Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               54            EPC HOD                                                                                                                                                                                                                                                         NULL
4062        ConfirmationofContractStrategy-Civil                                                                                                                                                                                                                            Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               50            Construction HOD                                                                                                                                                                                                                                                NULL
